pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,year,state
SurveyUSA,2012/09/07,2012/09/09,596,LV,36,47,,2012,florida
Gravis Marketing,2012/09/02,2012/09/02,1288,LV,42,43,,2012,florida
PPP (D),2012/08/31,2012/09/02,1548,LV,38,45,,2012,florida
Gravis Marketing,2012/08/20,2012/08/20,728,LV,39,46,,2012,florida
CBS/NYT/Quinnipiac,2012/08/15,2012/08/21,1241,LV,41,50,,2012,florida
Rasmussen Reports,2012/08/15,2012/08/15,500,LV,40,47,,2012,florida
PPP (D),2012/07/26,2012/07/29,871,LV,43,45,,2012,florida
CBS/NYT/Quinnipiac,2012/07/24,2012/07/30,1177,LV,40,47,,2012,florida
SurveyUSA,2012/07/17,2012/07/19,647,LV,48,42,,2012,florida
Mason-Dixon,2012/07/09,2012/07/11,800,LV,42,47,,2012,florida
Rasmussen Reports,2012/07/09,2012/07/09,500,LV,46,37,,2012,florida
Quinnipiac,2012/06/19,2012/06/25,1200,RV,40,41,,2012,florida
Quinnipiac,2012/06/12,2012/06/18,1697,RV,39,43,,2012,florida
PPP (D),2012/05/31,2012/06/03,642,RV,36,49,,2012,florida
NBC News/Marist,2012/05/17,2012/05/20,1078,RV,42,46,,2012,florida
Quinnipiac,2012/05/15,2012/05/21,1722,RV,42,41,,2012,florida
Rasmussen Reports,2012/04/25,2012/04/25,500,LV,36,47,,2012,florida
PPP (D),2012/04/12,2012/04/15,700,RV,37,47,,2012,florida
Quinnipiac,2012/03/20,2012/03/26,1228,RV,36,44,,2012,florida
Rasmussen Reports,2012/03/13,2012/03/13,500,LV,43,36,,2012,florida
Rasmussen Reports,2012/02/13,2012/02/13,500,LV,41,41,,2012,florida
TBT/Herald/Mason-Dixon,2012/01/24,2012/01/26,800,LV,42,45,,2012,florida
Suffolk/WSVN,2012/01/22,2012/01/24,600,LV,32,42,,2012,florida
Quinnipiac,2012/01/04,2012/01/08,1412,RV,40,41,,2012,florida
PPP (D),2011/11/28,2011/12/01,700,RV,35,46,,2012,florida
Rasmussen Reports,2011/11/17,2011/11/17,500,LV,43,39,,2012,florida
Quinnipiac,2011/10/31,2011/11/07,1185,RV,40,42,,2012,florida
PPP (D),2011/03/24,2011/03/27,500,RV,34,47,,2012,florida
Mason-Dixon,2011/02/09,2011/02/10,625,RV,40,45,,2012,florida
PPP (D),2010/12/17,2010/12/20,1034,RV,36,44,,2012,florida
PPP (D),2010/10/09,2010/10/10,448,LV,33,42,,2012,florida
PPP (D),2012/11/02,2012/11/03,1080,LV,51,46,,2012,arizona
Rasmussen Reports,2012/10/21,2012/10/21,500,LV,50,44,,2012,arizona
Behavior Research Center,2012/10/04,2012/10/10,,LV,40,44,,2012,arizona
PPP (D),2012/10/01,2012/10/03,595,LV,43,45,,2012,arizona
HighGround/Moore (R)*,2012/09/25,2012/09/26,500,LV,43,40,,2012,arizona
Rasmussen Reports,2012/09/25,2012/09/25,500,LV,47,41,,2012,arizona
PPP (D),2012/09/07,2012/09/09,993,LV,44,43,,2012,arizona
PPP (D),2012/07/23,2012/07/25,833,RV,38,38,,2012,arizona
Rasmussen Reports,2012/06/26,2012/06/26,500,LV,47,31,,2012,arizona
Project New America/PPP (D),2012/06/04,2012/06/05,791,LV,43,41,,2012,arizona
PPP (D),2012/05/17,2012/05/20,500,RV,48,35,,2012,arizona
Magellan (R),2012/04/30,2012/05/02,909,LV,44,40,,2012,arizona
Rasmussen Reports,2012/03/13,2012/03/13,500,LV,47,34,,2012,arizona
NBC News/Marist,2012/02/19,2012/02/20,2487,RV,42,29,,2012,arizona
PPP (D),2012/02/17,2012/02/19,743,RV,46,35,,2012,arizona
PPP (D),2011/11/17,2011/11/20,500,RV,40,36,,2012,arizona
Mitchell Research,2012/11/04,2012/11/04,1305,LV,41,55,,2012,michigan
Baydoun/Foster (D),2012/11/02,2012/11/02,1913,LV,44,50,,2012,michigan
PPP (D),2012/11/01,2012/11/03,700,LV,42,55,,2012,michigan
Detroit News,2012/10/27,2012/10/29,600,LV,38,52,,2012,michigan
EPIC-MRA,2012/10/26,2012/10/29,600,LV,33,54,,2012,michigan
Rasmussen Reports,2012/10/11,2012/10/11,500,LV,39,51,,2012,michigan
Detroit News,2012/10/06,2012/10/08,600,LV,38,50,,2012,michigan
EPIC-MRA,2012/10/04,2012/10/06,600,LV,35,55,,2012,michigan
Baydoun/Foster (D),2012/10/05,2012/10/05,1122,LV,43,51,,2012,michigan
Gravis Marketing,2012/09/21,2012/09/22,804,LV,40,54,,2012,michigan
Rasmussen Reports,2012/09/20,2012/09/20,500,LV,37,53,,2012,michigan
Detroit News,2012/09/15,2012/09/17,600,LV,34,50,,2012,michigan
MRG,2012/09/10,2012/09/15,600,LV,40,46,,2012,michigan
Baydoun/Foster (D),2012/09/12,2012/09/12,1156,LV,42,47,,2012,michigan
EPIC-MRA,2012/09/08,2012/09/11,600,LV,38,49,,2012,michigan
PPP (D),2012/08/31,2012/09/02,815,LV,41,50,,2012,michigan
EPIC-MRA,2012/08/28,2012/08/28,1200,LV,44,51,,2012,michigan
Mitchell Research,2012/08/23,2012/08/23,1277,LV,45,44,,2012,michigan
Detroit News,2012/08/18,2012/08/20,600,LV,40,48,,2012,michigan
Baydoun/Foster (D),2012/08/16,2012/08/16,1733,LV,48,46,,2012,michigan
Baydoun/Foster (D),2012/07/28,2012/07/28,1046,LV,43,53,,2012,michigan
EPIC-MRA,2012/07/24,2012/07/31,600,LV,35,49,,2012,michigan
Rasmussen Reports,2012/07/23,2012/07/23,500,LV,40,46,,2012,michigan
PPP (D),2012/07/21,2012/07/23,579,RV,38,52,,2012,michigan
NBC News/Marist,2012/06/24,2012/06/25,1078,RV,37,49,,2012,michigan
Rasmussen Reports,2012/06/14,2012/06/14,500,LV,39,48,,2012,michigan
EPIC-MRA,2012/06/02,2012/06/05,600,LV,38,49,,2012,michigan
PPP (D),2012/05/24,2012/05/27,500,RV,37,53,,2012,michigan
MRG,2012/03/14,2012/03/19,600,LV,40,45,,2012,michigan
NBC News/Marist,2012/02/19,2012/02/20,3149,RV,32,53,,2012,michigan
PPP (D),2012/02/10,2012/02/12,560,RV,37,51,,2012,michigan
EPIC-MRA,2011/11/13,2011/11/16,600,LV,42,48,,2012,michigan
EPIC-MRA,2011/08/13,2011/08/16,600,LV,38,47,,2012,michigan
PPP (D),2011/07/21,2011/07/24,593,RV,41,50,,2012,michigan
PPP (D),2011/03/18,2011/03/20,502,RV,38,50,,2012,michigan
EPIC-MRA,2011/02/12,2011/02/17,600,LV,42,44,,2012,michigan
Wilson Research (R),2011/01/09,2011/01/11,601,LV,41,47,,2012,michigan
PPP (D),2010/12/03,2010/12/06,1224,RV,44,45,,2012,michigan
PPP (D)*,2012/11/02,2012/11/03,835,LV,44,48,,2012,missouri
WeAskAmerica*,2012/10/30,2012/10/30,1217,LV,45,49,,2012,missouri
SurveyUSA*,2012/10/28,2012/11/03,589,LV,36,51,,2012,missouri
Post-Dispatch/Mason-Dixon*,2012/10/23,2012/10/25,625,LV,43,45,,2012,missouri
PPP (D)*,2012/10/19,2012/10/21,582,LV,40,46,,2012,missouri
Rasmussen Reports,2012/10/17,2012/10/17,500,LV,43,51,,2012,missouri
Rasmussen Reports,2012/10/02,2012/10/02,500,LV,45,51,,2012,missouri
PPP (D)*,2012/10/01,2012/10/03,700,LV,40,46,,2012,missouri
WeAskAmerica,2012/09/25,2012/09/27,1145,LV,45,46,,2012,missouri
Gravis Marketing,2012/09/16,2012/09/17,1959,LV,44,40,,2012,missouri
Rasmussen Reports,2012/09/11,2012/09/11,500,LV,43,49,,2012,missouri
PPP (D),2012/08/28,2012/08/29,621,LV,44,45,,2012,missouri
Post-Dispatch/Mason-Dixon,2012/08/22,2012/08/23,625,LV,41,50,,2012,missouri
Gravis Marketing,2012/08/23,2012/08/23,1057,RV,37,39,,2012,missouri
Rasmussen Reports,2012/08/22,2012/08/22,500,LV,38,48,,2012,missouri
PPP (D),2012/08/20,2012/08/20,500,LV,44,43,,2012,missouri
SurveyUSA*,2012/08/09,2012/08/12,585,LV,51,40,,2012,missouri
Rasmussen Reports,2012/07/30,2012/07/30,500,LV,47,44,,2012,missouri
Post-Dispatch/Mason-Dixon,2012/07/23,2012/07/25,625,LV,49,44,,2012,missouri
Rasmussen Reports,2012/06/07,2012/06/07,500,LV,50,42,,2012,missouri
PPP (D),2012/05/24,2012/05/27,602,RV,45,44,,2012,missouri
Rasmussen Reports,2012/04/17,2012/04/17,500,LV,48,43,,2012,missouri
Rasmussen Reports,2012/03/14,2012/03/15,500,LV,50,43,,2012,missouri
PPP (D),2012/01/27,2012/01/29,582,RV,43,43,,2012,missouri
Rasmussen Reports,2011/11/09,2011/11/09,500,LV,45,47,,2012,missouri
PPP (D),2011/09/09,2011/09/12,632,RV,43,45,,2012,missouri
PPP (D),2011/04/28,2011/05/01,555,RV,45,46,,2012,missouri
PPP (D),2011/03/03,2011/03/06,612,RV,44,45,,2012,missouri
Baselice \u0026amp; Associates (R)*,2012/10/10,2012/10/14,851,LV,51,33,,2012,texas
Texas Lyceum,2012/09/10,2012/09/26,443,LV,50,24,,2012,texas
PPP (D),2012/04/19,2012/04/22,591,RV,44,34,,2012,texas
PPP (D),2012/01/12,2012/01/15,700,RV,41,31,,2012,texas
UMass Lowell/Boston Herald,2012/10/31,2012/11/03,800,LV,49,48,,2012,massachusetts
PPP (D),2012/11/01,2012/11/02,1089,LV,46,52,,2012,massachusetts
Western NE University,2012/10/26,2012/11/01,535,LV,46,50,,2012,massachusetts
Suffolk/7News,2012/10/25,2012/10/28,600,LV,46,53,,2012,massachusetts
Boston Globe,2012/10/24,2012/10/28,583,LV,47,47,,2012,massachusetts
Rasmussen Reports,2012/10/25,2012/10/25,500,LV,47,52,,2012,massachusetts
WBUR/MassINC,2012/10/21,2012/10/22,516,LV,44,50,,2012,massachusetts
Rasmussen Reports,2012/10/10,2012/10/10,500,LV,47,49,,2012,massachusetts
PPP (D),2012/10/09,2012/10/11,1051,LV,44,50,,2012,massachusetts
WBUR/MassINC,2012/10/05,2012/10/07,501,LV,48,45,,2012,massachusetts
Western NE University,2012/09/28,2012/10/04,440,LV,45,50,,2012,massachusetts
WBUR/MassINC,2012/09/26,2012/09/28,504,LV,45,49,,2012,massachusetts
Rasmussen Reports,2012/09/24,2012/09/24,500,LV,48,48,,2012,massachusetts
Boston Globe,2012/09/21,2012/09/27,502,LV,38,43,,2012,massachusetts
WBUR/MassINC,2012/09/15,2012/09/17,507,LV,42,47,,2012,massachusetts
UMass Lowell/Boston Herald,2012/09/13,2012/09/17,497,LV,49,45,,2012,massachusetts
Suffolk/7News,2012/09/13,2012/09/16,600,LV,44,48,,2012,massachusetts
PPP (D),2012/09/13,2012/09/16,876,LV,46,48,,2012,massachusetts
Western NE University,2012/09/06,2012/09/13,444,LV,44,50,,2012,massachusetts
PPP (D),2012/08/16,2012/08/19,1115,LV,49,44,,2012,massachusetts
MassINC,2012/07/19,2012/07/22,445,RV,38,40,,2012,massachusetts
PPP (D),2012/06/22,2012/06/24,902,RV,46,46,,2012,massachusetts
Boston Globe,2012/05/25,2012/05/31,651,LV,39,37,,2012,massachusetts
Western NE University,2012/05/29,2012/05/31,504,RV,43,45,,2012,massachusetts
Suffolk/7News,2012/05/20,2012/05/22,600,LV,48,47,,2012,massachusetts
Rasmussen Reports,2012/05/07,2012/05/07,500,LV,45,45,,2012,massachusetts
MassINC,2012/04/25,2012/04/28,438,RV,41,43,,2012,massachusetts
Rasmussen Reports,2012/04/09,2012/04/09,500,LV,45,46,,2012,massachusetts
Boston Globe,2012/03/21,2012/03/27,544,LV,37,35,,2012,massachusetts
PPP (D),2012/03/16,2012/03/18,936,RV,41,46,,2012,massachusetts
Western NE University,2012/02/23,2012/03/01,527,RV,49,41,,2012,massachusetts
Rasmussen Reports,2012/02/29,2012/02/29,500,LV,49,44,,2012,massachusetts
Suffolk/7News,2012/02/11,2012/02/15,600,LV,49,40,,2012,massachusetts
WBUR/MassINC,2012/02/06,2012/02/09,503,LV,43,46,,2012,massachusetts
Mass Insight/Opinion Dynamics,2012/01/31,2012/02/04,456,RV,52,42,,2012,massachusetts
UMass Lowell/Boston Herald,2011/12/01,2011/12/06,505,RV,42,49,,2012,massachusetts
Western NE University,2011/09/29,2011/10/05,475,RV,47,42,,2012,massachusetts
UMass Lowell/Boston Herald,2011/09/22,2011/09/28,1005,RV,41,38,,2012,massachusetts
PPP (D),2011/09/16,2011/09/18,791,RV,44,46,,2012,massachusetts
WBUR/MassINC,2011/08/30,2011/09/01,500,LV,44,35,,2012,massachusetts
PPP (D),2011/06/02,2011/06/05,957,RV,47,32,,2012,massachusetts
Western NE University,2011/03/06,2011/03/10,472,RV,51,34,,2012,massachusetts
PPP (D)*,2012/11/02,2012/11/03,836,LV,46,48,,2012,montana
Mason-Dixon,2012/10/29,2012/10/31,625,LV,49,45,,2012,montana
Rasmussen Reports,2012/10/29,2012/10/29,500,LV,48,49,,2012,montana
Rasmussen Reports,2012/10/14,2012/10/14,500,LV,48,48,,2012,montana
PPP (D)*,2012/10/08,2012/10/10,737,LV,43,45,,2012,montana
Montana State U.*,2012/09/27,2012/09/30,477,LV,43,40,,2012,montana
Mason-Dixon,2012/09/17,2012/09/19,625,LV,48,45,,2012,montana
PPP (D)*,2012/09/10,2012/09/11,656,LV,43,45,,2012,montana
Rasmussen Reports,2012/08/20,2012/08/20,500,LV,47,43,,2012,montana
Rasmussen Reports,2012/06/18,2012/06/18,500,LV,49,47,,2012,montana
Rasmussen Reports,2012/05/02,2012/05/02,450,LV,53,43,,2012,montana
PPP (D),2012/04/26,2012/04/29,934,RV,43,48,,2012,montana
Rasmussen Reports,2012/04/02,2012/04/02,500,LV,47,44,,2012,montana
Rasmussen Reports,2012/02/22,2012/02/22,500,LV,47,44,,2012,montana
POS/FM3,2012/01/02,2012/01/07,400,RV,46,43,,2012,montana
PPP (D),2011/11/28,2011/11/30,1625,RV,47,45,,2012,montana
PPP (D),2011/06/16,2011/06/19,819,RV,47,45,,2012,montana
Billings Gazette,2011/03/14,2011/03/16,625,LV,45,46,,2012,montana
PPP (D),2010/11/10,2010/11/13,1176,RV,48,46,,2012,montana
PPP (D),2012/11/02,2012/11/03,1256,LV,48,51,,2012,wisconsin
WeAskAmerica,2012/10/30,2012/11/01,1210,LV,46,49,,2012,wisconsin
Rasmussen Reports,2012/10/29,2012/10/29,750,LV,48,48,,2012,wisconsin
NBC/WSJ/Marist,2012/10/28,2012/10/29,1065,LV,47,48,,2012,wisconsin
Marquette University,2012/10/25,2012/10/28,1243,LV,43,47,,2012,wisconsin
WPR/St. Norbert*,2012/10/25,2012/10/29,402,LV,46,43,,2012,wisconsin
Rasmussen Reports,2012/10/25,2012/10/25,500,LV,48,47,,2012,wisconsin
Rasmussen Reports,2012/10/18,2012/10/18,500,LV,48,46,,2012,wisconsin
Mason-Dixon,2012/10/15,2012/10/17,625,LV,45,47,,2012,wisconsin
NBC/WSJ/Marist,2012/10/15,2012/10/17,1013,LV,45,49,,2012,wisconsin
Marquette University,2012/10/11,2012/10/14,870,LV,46,45,,2012,wisconsin
Rasmussen Reports,2012/10/09,2012/10/09,500,LV,47,51,,2012,wisconsin
CBS/NYT/Quinnipiac,2012/10/04,2012/10/09,1327,LV,46,48,,2012,wisconsin
PPP (D),2012/10/04,2012/10/06,979,LV,46,49,,2012,wisconsin
Marquette University,2012/09/27,2012/09/30,894,LV,44,48,,2012,wisconsin
WeAskAmerica,2012/09/20,2012/09/23,1238,LV,40,52,,2012,wisconsin
PPP (D),2012/09/18,2012/09/19,842,LV,45,49,,2012,wisconsin
Rasmussen Reports,2012/09/17,2012/09/17,500,LV,46,49,,2012,wisconsin
NBC/WSJ/Marist,2012/09/16,2012/09/18,968,LV,46,48,,2012,wisconsin
Marquette University,2012/09/13,2012/09/16,601,LV,41,50,,2012,wisconsin
CBS/NYT/Quinnipiac,2012/09/11,2012/09/17,1485,LV,47,47,,2012,wisconsin
CBS/NYT/Quinnipiac,2012/08/15,2012/08/21,1190,LV,50,44,,2012,wisconsin
Marquette University,2012/08/16,2012/08/19,576,LV,50,41,,2012,wisconsin
PPP (D),2012/08/16,2012/08/19,1308,LV,49,44,,2012,wisconsin
Rasmussen Reports,2012/08/15,2012/08/15,500,LV,54,43,,2012,wisconsin
Marquette University,2012/08/02,2012/08/05,1188,LV,48,43,,2012,wisconsin
CBS/NYT/Quinnipiac,2012/07/31,2012/08/06,1428,LV,47,47,,2012,wisconsin
Rasmussen Reports,2012/07/25,2012/07/25,500,LV,41,48,,2012,wisconsin
Marquette University,2012/07/05,2012/07/08,810,LV,45,41,,2012,wisconsin
PPP (D),2012/07/05,2012/07/08,1057,RV,45,45,,2012,wisconsin
Marquette University,2012/06/13,2012/06/16,594,LV,49,41,,2012,wisconsin
Rasmussen Reports,2012/06/12,2012/06/12,500,LV,52,36,,2012,wisconsin
Daily Kos/PPP (D),2012/05/11,2012/05/13,,LV,47,43,,2012,wisconsin
Rasmussen Reports,2012/05/09,2012/05/09,500,LV,50,38,,2012,wisconsin
Daily Kos/PPP (D),2012/04/13,2012/04/15,1136,LV,47,45,,2012,wisconsin
Rasmussen Reports,2012/03/27,2012/03/27,500,LV,48,44,,2012,wisconsin
Rasmussen Reports,2012/02/27,2012/02/27,500,LV,50,36,,2012,wisconsin
PPP (D),2012/02/23,2012/02/26,900,RV,45,46,,2012,wisconsin
Marquette University,2012/02/16,2012/02/19,716,RV,48,42,,2012,wisconsin
Rasmussen Reports,2011/10/26,2011/10/26,500,LV,49,42,,2012,wisconsin
PPP (D),2011/10/20,2011/10/23,1170,RV,46,44,,2012,wisconsin
PPP (D),2011/08/12,2011/08/14,830,RV,50,42,,2012,wisconsin
PPP (D),2011/05/19,2011/05/22,1636,RV,45,44,,2012,wisconsin
Rasmussen Reports,2012/11/01,2012/11/01,600,LV,42,45,,2012,indiana
Howey/DePauw*,2012/10/28,2012/10/30,800,LV,36,47,,2012,indiana
Rasmussen Reports,2012/10/10,2012/10/11,600,LV,47,42,,2012,indiana
Howey/DePauw*,2012/09/19,2012/09/23,800,LV,38,40,,2012,indiana
Rasmussen Reports,2012/07/31,2012/08/01,400,LV,42,40,,2012,indiana
Howey/DePauw,2012/03/26,2012/03/27,503,LV,35,35,,2012,indiana
PPP (D),2012/11/02,2012/11/03,1164,LV,32,62,,2012,minnesota
KSTP/SurveyUSA,2012/11/01,2012/11/03,556,LV,30,60,,2012,minnesota
Star Tribune/Mason-Dixon,2012/10/23,2012/10/25,800,LV,22,65,,2012,minnesota
Rasmussen Reports,2012/10/21,2012/10/21,500,LV,33,56,,2012,minnesota
KSTP/SurveyUSA,2012/10/26,2012/10/28,574,LV,29,60,,2012,minnesota
St. Cloud State U.,2012/10/15,2012/10/21,600,LV,36,63,,2012,minnesota
KSTP/SurveyUSA,2012/10/12,2012/10/14,550,LV,30,58,,2012,minnesota
PPP (D),2012/10/05,2012/10/08,937,LV,31,57,,2012,minnesota
Star Tribune/Mason-Dixon,2012/09/17,2012/09/19,800,LV,28,57,,2012,minnesota
PPP (D),2012/09/10,2012/09/11,824,LV,36,55,,2012,minnesota
KSTP/SurveyUSA,2012/09/06,2012/09/09,551,LV,34,55,,2012,minnesota
KSTP/SurveyUSA,2012/07/17,2012/07/19,552,LV,31,55,,2012,minnesota
PPP (D),2012/05/31,2012/06/03,973,RV,29,55,,2012,minnesota
WeAskAmerica,2012/11/01,2012/11/01,1178,LV,54,41,,2012,nebraska
Omaha World-Herald,2012/10/23,2012/10/25,679,LV,49,46,,2012,nebraska
Omaha World-Herald,2012/09/17,2012/09/20,656,LV,56,40,,2012,nebraska
Rasmussen Reports,2012/05/16,2012/05/16,500,LV,56,38,,2012,nebraska
PPP (D),2012/03/22,2012/03/25,1028,RV,48,38,,2012,nebraska
Rasmussen Reports,2012/03/05,2012/03/05,500,LV,46,34,,2012,nebraska
Middle Tn. State U.,2012/10/16,2012/10/21,609,LV,59,21,,2012,tennessee
PPP (D),2012/11/01,2012/11/03,932,LV,39,57,,2012,washington
The Washington Poll,2012/10/18,2012/10/31,632,LV,33,61,,2012,washington
Rasmussen Reports,2012/10/14,2012/10/14,500,LV,37,52,,2012,washington
The Washington Poll,2012/10/01,2012/10/16,644,LV,35,58,,2012,washington
SurveyUSA,2012/09/28,2012/09/30,540,LV,40,53,,2012,washington
Rasmussen Reports,2012/09/26,2012/09/26,500,LV,37,57,,2012,washington
SurveyUSA,2012/07/16,2012/07/18,630,RV,40,51,,2012,washington
PPP (D),2012/06/14,2012/06/17,1073,RV,35,51,,2012,washington
PPP (D),2012/02/16,2012/02/19,1264,RV,36,51,,2012,washington
SurveyUSA,2012/01/12,2012/01/16,617,RV,41,50,,2012,washington
SurveyUSA,2011/11/21,2011/11/23,549,LV,39,51,,2012,washington
Rasmussen Reports,2012/11/04,2012/11/04,750,LV,47,49,,2012,virginia
NBC/WSJ/Marist,2012/11/01,2012/11/02,1165,LV,46,49,,2012,virginia
PPP (D),2012/11/03,2012/11/04,975,LV,46,52,,2012,virginia
WeAskAmerica,2012/10/30,2012/11/01,1069,LV,50,50,,2012,virginia
CBS/NYT/Quinnipiac,2012/10/23,2012/10/28,1074,LV,46,50,,2012,virginia
Gravis Marketing,2012/10/26,2012/10/26,645,LV,48,46,,2012,virginia
Roanoke College,2012/10/23,2012/10/26,638,LV,47,42,,2012,virginia
Washington Post,2012/10/22,2012/10/26,1228,LV,44,51,,2012,virginia
Rasmussen Reports,2012/10/24,2012/10/24,750,LV,48,49,,2012,virginia
Rasmussen Reports,2012/10/18,2012/10/18,500,LV,48,49,,2012,virginia
Rasmussen Reports,2012/10/11,2012/10/11,750,LV,47,48,,2012,virginia
WeAskAmerica,2012/10/07,2012/10/09,1296,LV,46,41,,2012,virginia
NBC/WSJ/Marist,2012/10/07,2012/10/09,981,LV,46,47,,2012,virginia
CBS/NYT/Quinnipiac,2012/10/04,2012/10/09,1288,LV,44,51,,2012,virginia
PPP (D),2012/10/04,2012/10/07,725,LV,44,51,,2012,virginia
Rasmussen Reports,2012/10/04,2012/10/04,500,LV,45,52,,2012,virginia
Old Dominion University,2012/09/19,2012/10/17,465,LV,43,50,,2012,virginia
NBC/WSJ/Marist,2012/09/30,2012/10/01,969,LV,44,49,,2012,virginia
Suffolk/WWBT,2012/09/24,2012/09/26,600,LV,44,44,,2012,virginia
Roanoke College,2012/09/19,2012/09/28,589,LV,37,47,,2012,virginia
FOX News,2012/09/16,2012/09/18,1006,LV,43,47,,2012,virginia
PPP (D),2012/09/13,2012/09/16,1021,LV,46,47,,2012,virginia
Rasmussen Reports,2012/09/13,2012/09/13,500,LV,45,47,,2012,virginia
Washington Post,2012/09/12,2012/09/16,847,LV,43,51,,2012,virginia
CBS/NYT/Quinnipiac,2012/09/11,2012/09/17,1474,LV,44,51,,2012,virginia
NBC/WSJ/Marist,2012/09/09,2012/09/11,996,LV,46,46,,2012,virginia
Gravis Marketing,2012/09/08,2012/09/09,2238,LV,48,43,,2012,virginia
Rasmussen Reports,2012/08/23,2012/08/23,500,LV,45,45,,2012,virginia
PPP (D),2012/08/16,2012/08/19,855,LV,46,46,,2012,virginia
Rasmussen Reports,2012/08/07,2012/08/07,500,LV,46,46,,2012,virginia
CBS/NYT/Quinnipiac,2012/07/31,2012/08/06,1412,LV,46,48,,2012,virginia
Rasmussen Reports,2012/07/16,2012/07/17,500,LV,45,46,,2012,virginia
Quinnipiac,2012/07/10,2012/07/16,1673,RV,46,44,,2012,virginia
PPP (D),2012/07/05,2012/07/08,647,RV,44,46,,2012,virginia
WeAskAmerica,2012/06/25,2012/06/25,1106,LV,44,35,,2012,virginia
Rasmussen Reports,2012/06/03,2012/06/03,500,LV,44,46,,2012,virginia
Quinnipiac,2012/05/30,2012/06/04,1282,RV,43,44,,2012,virginia
NBC News/Marist,2012/05/17,2012/05/20,1076,RV,43,49,,2012,virginia
Washington Post,2012/04/28,2012/05/02,964,RV,46,46,,2012,virginia
PPP (D),2012/04/26,2012/04/29,680,RV,45,46,,2012,virginia
Rasmussen Reports,2012/04/23,2012/04/23,500,LV,46,45,,2012,virginia
Roanoke College,2012/03/26,2012/04/05,537,RV,46,39,,2012,virginia
Rasmussen Reports,2012/03/20,2012/03/20,500,LV,46,44,,2012,virginia
Quinnipiac,2012/03/13,2012/03/18,1034,RV,44,47,,2012,virginia
NBC News/Marist,2012/02/29,2012/03/02,2518,RV,39,48,,2012,virginia
Roanoke College,2012/02/13,2012/02/26,607,A,45,37,,2012,virginia
Rasmussen Reports,2012/02/21,2012/02/21,500,LV,46,46,,2012,virginia
CNU/Times-Dispatch,2012/02/04,2012/02/13,1018,RV,42,40,,2012,virginia
Quinnipiac,2012/02/01,2012/02/06,1544,RV,44,45,,2012,virginia
Mason-Dixon,2012/01/16,2012/01/18,625,LV,46,46,,2012,virginia
Quinnipiac,2011/12/13,2011/12/19,1135,RV,44,42,,2012,virginia
PPP (D),2011/12/10,2011/12/12,600,RV,42,47,,2012,virginia
Quinnipiac,2011/10/03,2011/10/09,1459,RV,44,45,,2012,virginia
CNU/Times-Dispatch,2011/10/03,2011/10/08,1027,RV,42,44,,2012,virginia
