pollster,start_date,end_date,sample_size,sample_type,rep,dem,other,year,state
Florida Atlantic University,2016/10/21,2016/10/23,500,LV,46,42,,2016,florida
Univ. of North Florida,2016/10/20,2016/10/25,819,LV,49,43,,2016,florida
Bay News 9/SurveyUSA,2016/10/20,2016/10/24,1251,LV,45,41,,2016,florida
CBS News/YouGov,2016/10/20,2016/10/21,1042,LV,44,42,,2016,florida
FOX 13/Opinion Savvy,2016/10/20,2016/10/20,538,LV,46,46,,2016,florida
Quinnipiac,2016/10/10,2016/10/16,660,LV,49,47,,2016,florida
PPP (D)*,2016/10/12,2016/10/13,985,LV,48,43,,2016,florida
Gravis,2016/10/11,2016/10/13,1799,RV,44,36,,2016,florida
Opinion Savvy,2016/10/10,2016/10/11,533,LV,48,44,,2016,florida
NBC/WSJ/Marist,2016/10/03,2016/10/05,700,LV,48,46,,2016,florida
Gravis,2016/10/04,2016/10/04,821,RV,44,40,,2016,florida
Emerson,2016/10/02,2016/10/04,600,LV,47,39,,2016,florida
Univ. of North Florida,2016/09/27,2016/10/04,696,LV,48,41,,2016,florida
Quinnipiac,2016/09/27,2016/10/02,545,LV,48,44,,2016,florida
FOX 13/Opinion Savvy,2016/09/28,2016/09/29,619,LV,47,43,,2016,florida
Mason-Dixon*,2016/09/27,2016/09/29,820,LV,47,40,,2016,florida
Suffolk*,2016/09/19,2016/09/21,500,LV,43,34,,2016,florida
Monmouth,2016/09/16,2016/09/19,400,LV,47,45,,2016,florida
FL Chamber,2016/09/15,2016/09/20,617,LV,46,42,,2016,florida
NY Times/Siena,2016/09/10,2016/09/14,867,LV,48,42,,2016,florida
CNN/ORC,2016/09/07,2016/09/12,788,LV,54,43,,2016,florida
PPP (D)*,2016/09/04,2016/09/06,744,LV,40,37,,2016,florida
JMC Analytics*,2016/09/07,2016/09/08,781,LV,43,38,,2016,florida
Quinnipiac,2016/08/31,2016/09/07,601,LV,50,43,,2016,florida
Florida Atlantic University,2016/08/19,2016/08/22,1200,RV,44,39,,2016,florida
Monmouth,2016/08/12,2016/08/15,402,LV,48,43,,2016,florida
FOX 13/Opinion Savvy,2016/08/10,2016/08/10,622,LV,45,43,,2016,florida
NBC/WSJ/Marist,2016/08/04,2016/08/10,862,RV,49,43,,2016,florida
Suffolk University,2016/08/01,2016/08/03,500,LV,46,33,,2016,florida
Quinnipiac,2016/07/30,2016/08/07,1056,RV,48,45,,2016,florida
NBC/WSJ/Marist,2016/07/05,2016/07/11,871,RV,47,44,,2016,florida
Quinnipiac,2016/06/30,2016/07/11,1015,RV,50,37,,2016,florida
JMC Analytics,2016/07/09,2016/07/10,700,LV,40,33,,2016,florida
Bay News 9/SurveyUSA,2016/06/25,2016/06/27,1678,LV,43,43,,2016,florida
Quinnipiac,2016/06/08,2016/06/19,975,RV,47,40,,2016,florida
PPP (D),2016/06/15,2016/06/16,508,RV,41,42,,2016,florida
PPP (D),2016/06/02,2016/06/05,737,RV,43,44,,2016,florida
PPP (D),2015/09/11,2015/09/13,814,RV,46,40,,2016,florida
PPP (D),2015/03/19,2015/03/22,923,RV,48,41,,2016,florida
Mason-Dixon,2015/03/03,2015/03/05,800,RV,50,38,,2016,florida
PPP (D),2014/09/04,2014/09/07,818,LV,46,41,,2016,florida
Emerson,2016/11/04,2016/11/05,900,LV,49,28,,2016,ohio
CBS News/YouGov,2016/11/02,2016/11/04,1188,LV,52,39,,2016,ohio
Columbus Dispatch*,2016/10/27,2016/11/05,1151,LV,58,37,,2016,ohio
Quinnipiac,2016/10/27,2016/11/01,602,LV,56,38,,2016,ohio
Emerson,2016/10/26,2016/10/27,800,LV,49,35,,2016,ohio
Suffolk*,2016/10/17,2016/10/19,500,LV,46,31,,2016,ohio
Quinnipiac,2016/10/10,2016/10/16,624,LV,54,41,,2016,ohio
CNN/ORC,2016/10/10,2016/10/15,744,LV,56,40,,2016,ohio
NBC/WSJ/Marist,2016/10/10,2016/10/12,724,LV,55,37,,2016,ohio
Emerson,2016/10/10,2016/10/12,600,LV,47,30,,2016,ohio
CBS News/YouGov,2016/10/05,2016/10/07,997,LV,49,38,,2016,ohio
PPP (D),2016/10/05,2016/10/06,782,LV,51,36,,2016,ohio
Monmouth,2016/10/01,2016/10/04,405,LV,54,39,,2016,ohio
Quinnipiac,2016/09/27,2016/10/02,497,LV,55,38,,2016,ohio
Gravis,2016/09/22,2016/09/23,850,RV,44,36,,2016,ohio
FOX News,2016/09/18,2016/09/20,737,LV,51,37,,2016,ohio
Suffolk*,2016/09/12,2016/09/14,500,LV,39,31,,2016,ohio
CNN/ORC,2016/09/07,2016/09/12,769,LV,58,37,,2016,ohio
Bloomberg,2016/09/09,2016/09/12,802,LV,53,36,,2016,ohio
Quinnipiac,2016/08/31,2016/09/07,778,LV,51,40,,2016,ohio
Emerson,2016/08/25,2016/08/27,800,LV,40,25,,2016,ohio
Monmouth,2016/08/18,2016/08/21,402,LV,48,40,,2016,ohio
CBS News/YouGov,2016/08/17,2016/08/19,997,LV,46,39,,2016,ohio
Quinnipiac,2016/07/30,2016/08/07,812,RV,49,40,,2016,ohio
NBC/WSJ/Marist,2016/08/03,2016/08/07,889,RV,48,43,,2016,ohio
PPP (D),2016/07/22,2016/07/24,1334,RV,43,38,,2016,ohio
Suffolk University*,2016/07/18,2016/07/20,500,LV,37,33,,2016,ohio
NBC/WSJ/Marist,2016/07/05,2016/07/10,848,RV,44,44,,2016,ohio
Quinnipiac,2016/06/30,2016/07/11,1015,RV,47,40,,2016,ohio
PPP (D)*,2016/06/22,2016/06/23,708,RV,40,39,,2016,ohio
Quinnipiac,2016/06/08,2016/06/19,971,RV,42,42,,2016,ohio
Quinnipiac,2016/04/27,2016/05/08,1042,RV,42,43,,2016,ohio
PPP (D),2016/04/26,2016/04/27,799,RV,38,38,,2016,ohio
PPP (D),2016/03/04,2016/03/06,1248,RV,40,41,,2016,ohio
Quinnipiac,2016/02/16,2016/02/20,1539,RV,42,44,,2016,ohio
Quinnipiac,2015/09/25,2015/10/05,1180,RV,43,46,,2016,ohio
Quinnipiac,2015/08/07,2015/08/18,1096,RV,41,44,,2016,ohio
Quinnipiac,2015/06/04,2015/06/15,1191,RV,40,46,,2016,ohio
PPP (D),2015/06/04,2015/06/07,859,RV,43,41,,2016,ohio
Quinnipiac,2015/03/17,2015/03/28,1077,RV,39,48,,2016,ohio
WTHR/Howey Politics*,2016/11/01,2016/11/03,600,LV,46,41,,2016,indiana
Gravis*,2016/10/30,2016/11/01,399,RV,37,40,,2016,indiana
Monmouth*,2016/10/27,2016/10/30,402,LV,45,45,,2016,indiana
Gravis*,2016/10/22,2016/10/24,596,LV,37,39,,2016,indiana
WISH-TV,2016/10/10,2016/10/16,544,LV,43,49,,2016,indiana
Monmouth*,2016/10/11,2016/10/13,402,LV,42,48,,2016,indiana
WTHR/Howey Politics*,2016/10/03,2016/10/05,600,LV,41,42,,2016,indiana
WTHR/Howey Politics*,2016/09/06,2016/09/08,600,LV,40,44,,2016,indiana
Monmouth*,2016/08/13,2016/08/16,403,LV,41,48,,2016,indiana
Vermont Public Radio*,2016/09/29,2016/10/14,579,LV,22,59,,2016,vermont
Emerson,2016/09/02,2016/09/05,600,LV,34,57,,2016,vermont
Loras*,2016/10/31,2016/11/01,500,LV,45,47,,2016,wisconsin
Marquette*,2016/10/26,2016/10/31,1225,LV,44,45,,2016,wisconsin
Emerson,2016/10/26,2016/10/27,400,LV,44,49,,2016,wisconsin
Monmouth*,2016/10/15,2016/10/18,403,LV,44,52,,2016,wisconsin
WPR/St. Norbert,2016/10/13,2016/10/16,664,LV,40,52,,2016,wisconsin
Marquette,2016/10/06,2016/10/09,878,LV,46,48,,2016,wisconsin
CBS News/YouGov,2016/10/05,2016/10/07,993,LV,42,45,,2016,wisconsin
Loras,2016/10/04,2016/10/05,500,LV,45,40,,2016,wisconsin
Gravis,2016/10/04,2016/10/04,1102,RV,41,53,,2016,wisconsin
Emerson,2016/09/19,2016/09/20,700,LV,42,52,,2016,wisconsin
Marquette,2016/09/15,2016/09/18,677,LV,41,47,,2016,wisconsin
Monmouth,2016/08/27,2016/08/30,404,LV,41,54,,2016,wisconsin
Marquette,2016/08/25,2016/08/28,650,LV,45,48,,2016,wisconsin
Marquette,2016/08/04,2016/08/07,683,LV,42,53,,2016,wisconsin
Marquette,2016/07/07,2016/07/10,665,LV,44,49,,2016,wisconsin
PPP (D)*,2016/06/22,2016/06/23,843,RV,37,50,,2016,wisconsin
Marquette,2016/06/06,2016/06/09,666,LV,42,51,,2016,wisconsin
WPR/St. Norbert,2016/04/12,2016/04/15,616,RV,41,51,,2016,wisconsin
Emerson,2016/03/30,2016/04/03,1198,LV,44,48,,2016,wisconsin
Marquette,2016/03/24,2016/03/28,957,LV,44,47,,2016,wisconsin
Marquette,2016/02/18,2016/02/21,802,RV,37,49,,2016,wisconsin
Marquette,2016/01/21,2016/01/24,806,LV,37,50,,2016,wisconsin
Marquette,2015/11/12,2015/11/15,803,RV,38,49,,2016,wisconsin
WPR/St. Norbert,2015/10/14,2015/10/17,603,RV,40,51,,2016,wisconsin
Marquette,2015/09/24,2015/09/28,803,RV,36,50,,2016,wisconsin
Marquette,2015/08/13,2015/08/16,803,RV,42,47,,2016,wisconsin
Marquette,2015/04/07,2015/04/10,803,RV,38,54,,2016,wisconsin
PPP (D),2015/03/06,2015/03/08,1071,RV,41,50,,2016,wisconsin
PPP (D),2013/09/13,2013/09/16,1180,RV,42,49,,2016,wisconsin
PPP (D),2013/02/21,2013/02/24,1799,RV,42,52,,2016,wisconsin
KATU-TV/SurveyUSA,2016/10/10,2016/10/12,654,LV,32,54,,2016,oregon
Gravis,2016/10/04,2016/10/04,1248,RV,33,52,,2016,oregon
NBC/WSJ/Marist,2016/10/30,2016/11/01,719,LV,55,39,,2016,arizona
CNN/ORC,2016/10/27,2016/11/01,769,LV,54,41,,2016,arizona
Emerson,2016/10/28,2016/10/31,700,LV,46,40,,2016,arizona
CBS News/YouGov,2016/10/26,2016/10/28,994,LV,43,38,,2016,arizona
Monmouth*,2016/10/21,2016/10/24,401,LV,50,40,,2016,arizona
Emerson,2016/10/02,2016/10/04,600,LV,52,36,,2016,arizona
NBC/WSJ/Marist,2016/09/06,2016/09/08,649,LV,57,38,,2016,arizona
CNN/ORC,2016/08/18,2016/08/23,809,LV,52,39,,2016,arizona
Behavior Research Center,2016/06/06,2016/06/19,448,RV,40,31,,2016,arizona
PPP (D)*,2016/06/22,2016/06/23,691,RV,42,40,,2016,arizona
PPP (D),2016/05/13,2016/05/15,896,RV,42,36,,2016,arizona
Behavior Research Center,2016/04/04,2016/04/11,564,RV,42,42,,2016,arizona
Merrill Poll,2016/03/07,2016/03/11,701,LV,41,40,,2016,arizona
Behavior Research Center,2016/01/17,2016/01/17,590,RV,38,37,,2016,arizona
Gravis Marketing,2015/08/13,2015/08/16,1433,RV,48,35,,2016,arizona
PPP (D),2015/05/01,2015/05/03,600,RV,42,36,,2016,arizona
Emerson,2016/09/03,2016/09/05,1000,LV,33,54,,2016,connecticut
Quinnipiac,2016/06/01,2016/06/05,1330,RV,30,60,,2016,connecticut
Des Moines Register,2016/11/01,2016/11/04,800,LV,56,33,,2016,iowa
Emerson,2016/11/01,2016/11/03,700,LV,60,32,,2016,iowa
Loras*,2016/11/01,2016/11/03,500,LV,53,37,,2016,iowa
Quinnipiac,2016/10/20,2016/10/26,791,LV,56,38,,2016,iowa
Des Moines Register,2016/10/03,2016/10/06,642,LV,53,36,,2016,iowa
Loras,2016/09/20,2016/09/22,491,LV,54,37,,2016,iowa
Quinnipiac,2016/09/13,2016/09/21,612,LV,55,43,,2016,iowa
Monmouth,2016/09/12,2016/09/14,404,LV,56,39,,2016,iowa
CBS News/YouGov,2016/08/17,2016/08/19,987,LV,45,38,,2016,iowa
Quinnipiac,2016/08/09,2016/08/16,846,LV,51,42,,2016,iowa
Suffolk University,2016/08/08,2016/08/10,500,LV,52,42,,2016,iowa
NBC/WSJ/Marist,2016/08/03,2016/08/07,899,RV,52,42,,2016,iowa
NBC/WSJ/Marist,2016/07/05,2016/07/10,822,RV,52,42,,2016,iowa
Monmouth,2016/07/08,2016/07/11,401,LV,52,42,,2016,iowa
Loras College,2016/06/24,2016/06/28,600,LV,46,45,,2016,iowa
PPP (D)*,2016/06/22,2016/06/23,897,RV,46,39,,2016,iowa
Emerson,2016/11/04,2016/11/05,750,LV,45,46,,2016,missouri
Remington Research (R)*,2016/10/31,2016/11/01,1722,LV,48,44,,2016,missouri
Monmouth*,2016/10/28,2016/10/31,405,LV,47,46,,2016,missouri
St. Louis Post-Dispatch,2016/10/24,2016/10/26,625,LV,47,46,,2016,missouri
Emerson,2016/10/28,2016/10/31,650,LV,45,45,,2016,missouri
Emerson,2016/10/17,2016/10/19,600,LV,44,44,,2016,missouri
Monmouth*,2016/10/09,2016/10/11,406,LV,46,44,,2016,missouri
Emerson,2016/09/09,2016/09/13,600,LV,40,42,,2016,missouri
Remington Research (R),2016/09/01,2016/09/02,1275,LV,47,40,,2016,missouri
Monmouth*,2016/08/19,2016/08/22,401,LV,48,43,,2016,missouri
Remington Research (R)*,2016/08/05,2016/08/06,1280,LV,47,40,,2016,missouri
St. Louis Post-Dispatch,2016/07/23,2016/07/24,625,LV,47,43,,2016,missouri
PPP (D),2016/07/11,2016/07/12,959,RV,41,38,,2016,missouri
Missouri Scout,2016/03/25,2016/03/26,927,LV,44,37,,2016,missouri
PPP (D),2015/08/07,2015/08/09,859,RV,40,35,,2016,missouri
Emerson,2016/10/27,2016/10/30,500,LV,36,54,,2016,illinois
Loras,2016/10/26,2016/10/27,600,LV,34,42,,2016,illinois
The Simon Poll/SIU*,2016/09/27,2016/10/02,865,LV,34,48,,2016,illinois
Emerson,2016/09/19,2016/09/21,700,LV,39,41,,2016,illinois
Loras,2016/09/13,2016/09/16,600,LV,36,41,,2016,illinois
Western Kentucky Univ.,2016/10/25,2016/10/30,602,LV,55,39,,2016,kentucky
Harper (R),2016/07/31,2016/08/01,500,RV,50,38,,2016,kentucky
PPP (D)*,2016/11/03,2016/11/04,704,LV,40,50,,2016,colorado
Keating (D),2016/11/02,2016/11/03,605,LV,38,49,,2016,colorado
Gravis,2016/11/01,2016/11/02,1125,RV,44,47,,2016,colorado
University of Denver,2016/10/29,2016/10/31,550,LV,40,48,,2016,colorado
Emerson,2016/10/28,2016/10/31,750,LV,42,47,,2016,colorado
CBS News/YouGov,2016/10/26,2016/10/28,997,LV,41,46,,2016,colorado
Gravis,2016/10/12,2016/10/13,1226,RV,38,48,,2016,colorado
Quinnipiac,2016/10/10,2016/10/16,685,LV,38,56,,2016,colorado
Magellan Strategies (R)*,2016/10/12,2016/10/13,500,LV,32,47,,2016,colorado
Gravis,2016/10/03,2016/10/04,1246,RV,39,47,,2016,colorado
Monmouth*,2016/09/29,2016/10/02,400,LV,35,53,,2016,colorado
Gravis,2016/09/22,2016/09/23,799,RV,45,43,,2016,colorado
CNN/ORC,2016/09/20,2016/09/25,784,LV,43,53,,2016,colorado
Quinnipiac,2016/09/13,2016/09/21,644,LV,43,52,,2016,colorado
Rocky Mountain PBS,2016/09/14,2016/09/18,350,LV,32,45,,2016,colorado
Emerson,2016/09/09,2016/09/13,600,LV,39,46,,2016,colorado
Quinnipiac,2016/08/09,2016/08/16,830,LV,38,54,,2016,colorado
NBC/WSJ/Marist,2016/08/04,2016/08/10,899,RV,38,53,,2016,colorado
NBC/WSJ/Marist,2016/07/05,2016/07/11,794,RV,38,53,,2016,colorado
FOX News,2016/07/09,2016/07/12,600,RV,36,51,,2016,colorado
Monmouth*,2016/07/09,2016/07/12,404,LV,35,48,,2016,colorado
Harper (R),2016/07/07,2016/07/09,500,LV,40,46,,2016,colorado
Siena,2016/11/03,2016/11/04,617,LV,25,67,,2016,new-york
Siena,2016/10/13,2016/10/17,611,LV,27,66,,2016,new-york
Siena,2016/09/11,2016/09/15,600,LV,23,69,,2016,new-york
Emerson,2016/08/28,2016/08/30,800,LV,23,60,,2016,new-york
Quinnipiac,2016/07/13,2016/07/17,1104,RV,28,60,,2016,new-york
Siena,2016/06/22,2016/06/28,803,RV,23,66,,2016,new-york
Siena,2016/05/22,2016/05/26,825,RV,22,64,,2016,new-york
Siena,2016/04/24,2016/04/27,802,RV,24,64,,2016,new-york
PPP (D),2016/04/07,2016/04/10,1403,RV,23,55,,2016,new-york
